id,time,user,language,score,comment,editor
12423324,Sat Jul 21 2012 20:32:39 GMT-0400 (EDT),gormur,english,-7,Tying up loose nodes and ways after the licence rape,JOSM/1.5 (5353 en)
12429255,Sun Jul 22 2012 05:51:45 GMT-0400 (EDT),kendzi,italian,-6,Zielona Góra - fix after licence change crap - ref 32,JOSM/1.5 (5353 pl)
12429473,Sun Jul 22 2012 06:04:36 GMT-0400 (EDT),kendzi,italian,-6,Zielona Góra - fix after licence change crap - ref 32,JOSM/1.5 (5353 pl)
12429659,Sun Jul 22 2012 06:15:08 GMT-0400 (EDT),kendzi,italian,-6,Zielona Góra - fix after licence change crap - ref 32,JOSM/1.5 (5353 pl)
12429896,Sun Jul 22 2012 06:29:32 GMT-0400 (EDT),kendzi,italian,-6,Zielona Góra - fix after licence change crap - ref 32,JOSM/1.5 (5353 pl)
12434074,Sun Jul 22 2012 10:46:29 GMT-0400 (EDT),PhQ,cebuano,-6,Fucking Bot ... in 63,JOSM/1.5 (5353 fr)
12434249,Sun Jul 22 2012 10:57:39 GMT-0400 (EDT),PhQ,cebuano,-6,Fucking Bot ... in 63,JOSM/1.5 (5353 fr)
12434350,Sun Jul 22 2012 11:05:38 GMT-0400 (EDT),PhQ,cebuano,-6,Fucking Bot ... in 63,JOSM/1.5 (5353 fr)
12435862,Sun Jul 22 2012 12:41:11 GMT-0400 (EDT),gormur,english,-7,Tying up loose nodes and ways after the licence rape. Old configuration of construction area. Needs attention later,JOSM/1.5 (5353 en)
12436104,Sun Jul 22 2012 12:57:22 GMT-0400 (EDT),gormur,english,-7,Tying up loose nodes and ways after the licence rape,JOSM/1.5 (5353 en)
12439216,Sun Jul 22 2012 16:02:29 GMT-0400 (EDT),kendzi,italian,-6,Zielona Góra - fix after licence change crap,JOSM/1.5 (5353 pl)
12439557,Sun Jul 22 2012 16:20:17 GMT-0400 (EDT),gormur,english,-7,Tying up loose nodes and ways after the licence rape. Baneheia. Eg.,JOSM/1.5 (5353 en)
12440220,Sun Jul 22 2012 16:58:43 GMT-0400 (EDT),kendzi,italian,-6,Zielona Góra - fix after licence change crap,JOSM/1.5 (5353 pl)
12440308,Sun Jul 22 2012 17:03:43 GMT-0400 (EDT),kendzi,italian,-6,Zielona Góra - fix after licence change crap,JOSM/1.5 (5353 pl)
12440311,Sun Jul 22 2012 17:03:59 GMT-0400 (EDT),Herr Karl,german,-6,Integration des Dorf-Museums  welches Einblick in die Studie "Die Arbeitslosen von Marienthal" gibt. Eine Pionierstudie österreichischer Sozialforschung.,Potlatch 2
12441717,Sun Jul 22 2012 18:52:15 GMT-0400 (EDT),dmgroom_ct,english,-6,fix coastline after readaction bot screwing it all up,JOSM/1.5 (5353 en_GB)
12441801,Sun Jul 22 2012 19:01:56 GMT-0400 (EDT),gormur,english,-7,Tying up loose nodes and ways after the licence rape,JOSM/1.5 (5353 en)
12441841,Sun Jul 22 2012 19:06:04 GMT-0400 (EDT),dmgroom_ct,english,-6,fix coastline  trace from bing   after readaction bot screwing it all up,JOSM/1.5 (5353 en_GB)
12441868,Sun Jul 22 2012 19:09:04 GMT-0400 (EDT),dmgroom_ct,english,-6,fix coastline  trace from bing   after readaction bot screwing it all up,JOSM/1.5 (5353 en_GB)
12441876,Sun Jul 22 2012 19:10:09 GMT-0400 (EDT),dmgroom_ct,english,-6,fix coastline  trace from bing   after readaction bot screwing it all up,JOSM/1.5 (5353 en_GB)
12441897,Sun Jul 22 2012 19:12:22 GMT-0400 (EDT),dmgroom_ct,english,-6,fix coastline  trace from bing   after readaction bot screwing it all up,JOSM/1.5 (5353 en_GB)
12441910,Sun Jul 22 2012 19:13:21 GMT-0400 (EDT),dmgroom_ct,english,-6,fix coastline  trace from bing   after readaction bot screwing it all up,JOSM/1.5 (5353 en_GB)
12441927,Sun Jul 22 2012 19:14:46 GMT-0400 (EDT),dmgroom_ct,english,-6,fix coastline  trace from bing   after readaction bot screwing it all up,JOSM/1.5 (5353 en_GB)
12442071,Sun Jul 22 2012 19:29:56 GMT-0400 (EDT),dmgroom_ct,english,-6,fix coastline  trace from bing   after readaction bot screwing it all up,JOSM/1.5 (5353 en_GB)
12442665,Sun Jul 22 2012 20:42:59 GMT-0400 (EDT),Rainer_Driesen,german,-8,Wegen parallel verlaufender A 43 zwischen BO-Harpen und Herne gibt es keinen Grund die L 645 höher als für Landesstraßen üblich einzustufen. DTV<10.000. Die L 645 war auch nur teilweise primary getaggt. Deshalb wohl nur ein Fehler  der jetzt behoben ist.,Potlatch 2
12443245,Sun Jul 22 2012 22:20:53 GMT-0400 (EDT),gormur,english,-7,Tying up loose nodes and ways after the licence rape,JOSM/1.5 (5353 en)
12451141,Mon Jul 23 2012 10:10:34 GMT-0400 (EDT),Rudolf_H,german,-6,Rekonstruktion redaction BOT: zw Bad Fischau und Bad Fi-Brunn,JOSM/1.5 (5315 de)
12490220,Wed Jul 25 2012 14:31:52 GMT-0400 (EDT),Zippanova,english,-6,Fixing Macleod Tr south of Fish Creek as it was royally fucked.  There are also alot of issues in Evergreen and along James McKevitt Road.  Someone doesn't know what they're doing!,Potlatch 2
12491108,Wed Jul 25 2012 15:47:15 GMT-0400 (EDT),kendzi,romanian,-6,Babimost - fix after licence change crap,JOSM/1.5 (5356 pl)
12491328,Wed Jul 25 2012 16:03:30 GMT-0400 (EDT),kendzi,romanian,-6,Babimost - fix after licence change crap,JOSM/1.5 (5356 pl)
12491500,Wed Jul 25 2012 16:16:30 GMT-0400 (EDT),kendzi,romanian,-6,Babimost - fix after licence change crap,JOSM/1.5 (5356 pl)
12491553,Wed Jul 25 2012 16:20:31 GMT-0400 (EDT),kendzi,romanian,-6,Babimost - fix after licence change crap,JOSM/1.5 (5356 pl)
12491678,Wed Jul 25 2012 16:30:28 GMT-0400 (EDT),kendzi,romanian,-6,Babimost - fix after licence change crap,JOSM/1.5 (5356 pl)
12491791,Wed Jul 25 2012 16:38:41 GMT-0400 (EDT),kendzi,romanian,-6,Babimost - fix after licence change crap,JOSM/1.5 (5356 pl)
12492170,Wed Jul 25 2012 17:07:54 GMT-0400 (EDT),kendzi,danish,-6,32 - fix after licence change crap,JOSM/1.5 (5356 pl)
12492280,Wed Jul 25 2012 17:14:56 GMT-0400 (EDT),kendzi,danish,-6,32 - fix after licence change crap,JOSM/1.5 (5356 pl)
12492413,Wed Jul 25 2012 17:23:49 GMT-0400 (EDT),kendzi,danish,-6,32 - fix after licence change crap,JOSM/1.5 (5356 pl)
12497978,Thu Jul 26 2012 07:31:39 GMT-0400 (EDT),kendzi,danish,-6,3 - fix after licence change crap,JOSM/1.5 (5356 pl)
12498122,Thu Jul 26 2012 07:43:46 GMT-0400 (EDT),kendzi,french,-6,Sulechów - fix after licence change crap,JOSM/1.5 (5356 pl)
12498133,Thu Jul 26 2012 07:44:41 GMT-0400 (EDT),kendzi,french,-6,Sulechów - fix after licence change crap,JOSM/1.5 (5356 pl)
12498301,Thu Jul 26 2012 07:59:08 GMT-0400 (EDT),Yarl,latin,-6,fixes in Kock,JOSM/1.5 (5356 pl)
12509063,Fri Jul 27 2012 05:39:38 GMT-0400 (EDT),Kohlmeise,dutch,-6,Wendeplätze Op de Lust eingetragen,Potlatch 2
12509176,Fri Jul 27 2012 05:47:53 GMT-0400 (EDT),obolos,german,-6,Korrektur Straßenname  Schaardeich ist die postalisch richtige Bezeichnung. Und auch die Beschilderung trägt Schaardeich,JOSM/1.5 (5356 de)
12521764,Sat Jul 28 2012 07:09:30 GMT-0400 (EDT),Amigo,cebuano,-6,Fix Fucking Bot,Potlatch 2
12522007,Sat Jul 28 2012 07:34:46 GMT-0400 (EDT),Amigo,cebuano,-6,Fix Fucking Bot,Potlatch 2
12528262,Sat Jul 28 2012 16:55:36 GMT-0400 (EDT),Wuzzy,german,-6,Meta-Infos für die zwei Briefkästen Bahnhofstraße 6  79312 Emmendingen hinzugefügt  unter anderem auch die Entleerungszeiten.,JOSM/1.5 (5353 de)
12529211,Sat Jul 28 2012 18:43:47 GMT-0400 (EDT),Alfred_Gulz,english,-6,Fucking Editors,Potlatch 1.4 (save en)
12530789,Sun Jul 29 2012 02:22:21 GMT-0400 (EDT),rickmastfan67,english,-7,WV: Removed turn restriction that was creating routing problems on I-68. Now only relying on *=no tags on I-68 ways only to prevent truck traffic past a mandatory exit for them.,JOSM/1.5 (5379 en)
12531456,Sun Jul 29 2012 04:10:56 GMT-0400 (EDT),Amigo,cebuano,-6,Fix Fucking Bot,Potlatch 2
12534341,Sun Jul 29 2012 08:24:01 GMT-0400 (EDT),cartinus,dutch,-6,Fix redactionbot damage Oud Aa (Breukelen) en alle routes die eroverheen lopen,JOSM/1.5 (5356 en_GB)
12536704,Sun Jul 29 2012 11:57:14 GMT-0400 (EDT),Amigo,cebuano,-6,Fix Fucking Bot,Potlatch 1.4 (save ru)
12536743,Sun Jul 29 2012 11:59:29 GMT-0400 (EDT),Amigo,cebuano,-6,Fix Fucking Bot,Potlatch 1.4 (save ru)
12536780,Sun Jul 29 2012 12:02:00 GMT-0400 (EDT),Amigo,cebuano,-6,Fix Fucking Bot,Potlatch 2
12536806,Sun Jul 29 2012 12:04:09 GMT-0400 (EDT),Amigo,cebuano,-6,Fix Fucking Bot,Potlatch 1.4 (save ru)
12551640,Mon Jul 30 2012 14:10:13 GMT-0400 (EDT),vili0411,slovene,-6,tertiary road to Vujići Vojakovački  dirt road to Novi Bošnjani  residential road in Novi Bošnjani  dirt road to Stari Bošnjani  dirt road to Mali Poganac,Potlatch 2
12553058,Mon Jul 30 2012 15:54:22 GMT-0400 (EDT),z-dude,english,-6,STUPID BOT IS STUPID.  STUPID REDACTION BOT,Potlatch 2
12554454,Mon Jul 30 2012 17:38:10 GMT-0400 (EDT),frankchicken,english,-6,I rode my bicycle on all these roads/streets.  I sweated my balls off  chased by dogs  and observed by SUR13 gang members. These streets are not mapped by an armchair mapper  but by going into the field on bicycle and gps.,Potlatch 2
12554612,Mon Jul 30 2012 17:53:25 GMT-0400 (EDT),frankchicken,english,-6,I rode my bicycle on all these roads/streets.  I sweated my balls off  chased by dogs  and observed by SUR13 gang members. These streets are not mapped by an armchair mapper  but by going into the field on bicycle and gps.,Potlatch 2
12554706,Mon Jul 30 2012 18:04:31 GMT-0400 (EDT),frankchicken,english,-6,I rode my bicycle on all these roads/streets.  I sweated my balls off  chased by dogs  and observed by SUR13 gang members. These streets are not mapped by an armchair mapper  but by going into the field on bicycle with gps and digital camera.,Potlatch 2
12554783,Mon Jul 30 2012 18:13:30 GMT-0400 (EDT),frankchicken,english,-6,I rode my bicycle on all these roads/streets.  I sweated my balls off  chased by dogs  and observed by SUR13 gang members. These streets are not mapped by an armchair mapper  but by going into the field on bicycle with gps and digital camera.,Potlatch 2
12554859,Mon Jul 30 2012 18:22:01 GMT-0400 (EDT),frankchicken,english,-6,I rode my bicycle on all these roads/streets.  I sweated my balls off  chased by dogs  and observed by SUR13 gang members. These streets are not mapped by an armchair mapper  but by going into the field on bicycle with gps and digital camera.,Potlatch 2
12554963,Mon Jul 30 2012 18:35:09 GMT-0400 (EDT),frankchicken,english,-6,I rode my bicycle on all these roads/streets.  I sweated my balls off  chased by dogs  and observed by SUR13 gang members. These streets are not mapped by an armchair mapper  but by going into the field on bicycle with gps and digital camera.,Potlatch 2
12555044,Mon Jul 30 2012 18:47:57 GMT-0400 (EDT),frankchicken,english,-6,I rode my bicycle on all these roads/streets.  I sweated my balls off  chased by dogs  and observed by SUR13 gang members. These streets are not mapped by an armchair mapper  but by going into the field on bicycle with gps and digital camera.,Potlatch 2
12555171,Mon Jul 30 2012 19:12:15 GMT-0400 (EDT),frankchicken,english,-6,I rode my bicycle on all these roads/streets.  I sweated my balls off  chased by dogs  and observed by SUR13 gang members. These streets are not mapped by an armchair mapper  but by going into the field on bicycle with gps and digital camera.,Potlatch 2
12555217,Mon Jul 30 2012 19:22:09 GMT-0400 (EDT),frankchicken,english,-6,I rode my bicycle on all these roads/streets.  I sweated my balls off  chased by dogs  and observed by SUR13 gang members. These streets are not mapped by an armchair mapper  but by going into the field on bicycle with gps and digital camera.,Potlatch 2
12555698,Mon Jul 30 2012 21:03:48 GMT-0400 (EDT),frankchicken,english,-6,I rode my bicycle on all these roads/streets.  I sweated my balls off  chased by dogs  and observed by SUR13 gang members. These streets are not mapped by an armchair mapper  but by going into the field on bicycle with gps and digital camera.,Potlatch 2
12557379,Tue Jul 31 2012 03:05:38 GMT-0400 (EDT),50CCM-B-BRB,german,-9,bis zur abfahrt/auffahrt zur/von der K6304 ist die b5 eine normale bundesstr  die auch von rollerfahrern genutzt werden kann  er ab der abfhrt/auffahrt zu /von der K6304 ist es eine kraftverkehrsstr die dann bis zur hamburger str. in nauen geht...,Potlatch 2
12562545,Tue Jul 31 2012 10:56:31 GMT-0400 (EDT),bertel,english,-6,Path has been closed due to sanitary reasons (dog shit),Potlatch 2
12572165,Wed Aug 01 2012 06:03:43 GMT-0400 (EDT),curio,german,-6,Dort ist ein Aussichtspunkt auf die auf der anderen Seite der Elster liegenden Gehöfte (und die Elsterschleife).,Potlatch 2
12574383,Wed Aug 01 2012 09:26:20 GMT-0400 (EDT),Seat Ibiza,german,-8,Added missing link primary road for B2 / B5 (see German wikipedia: "Ursprünglich durchquerte die B 5 das Brandenburger Tor. Nach der Umgestaltung des Pariser Platzes wird die Trasse nunmehr südlich über Ebertstraße  Behrenstraße und Glinkastraße ...",Potlatch 2
12575567,Wed Aug 01 2012 11:18:36 GMT-0400 (EDT),schlueterdi,german,-6,Die Markierung für den Ortskern habe ich auf die Dorfmitte verschoben. ,Potlatch 2
12586580,Thu Aug 02 2012 10:23:10 GMT-0400 (EDT),Mulad,english,-6,Work on BNSF Hinckley Subdivision from Coon Creek to Andover,JOSM/1.5 (5356 en)
12590581,Thu Aug 02 2012 16:22:32 GMT-0400 (EDT),polderrunner,estonian,-6,Borre Knob  Snaptun landuse,JOSM/1.5 (5356 da)
12592780,Thu Aug 02 2012 21:09:15 GMT-0400 (EDT),ianlopez1115,italian,-6,[Muntinlupa] fix routing errors; [San Pedro  Laguna] fix routing errors  delete redundant node; [Santa Rosa City] fix routing errors,JOSM/1.5 (5047 en)
12604688,Fri Aug 03 2012 22:09:24 GMT-0400 (EDT),thal1982,german,-6,Ich habe das Gelände bzw. hier die Vereinshäuser-Grundstück als Residental-Landuse gekennzeichnet.Davor ist der Weg mit Bäumen bestückt daher die Deklaration als Forest.,Potlatch 2
12607019,Sat Aug 04 2012 05:18:43 GMT-0400 (EDT),Richard,english,-6,Damn these lacunae,Potlatch 2
12615162,Sat Aug 04 2012 18:42:19 GMT-0400 (EDT),DENelson83,pidgin,-6,Mark Fanny Bay Mainline logging road,Potlatch 2
12615421,Sat Aug 04 2012 19:35:15 GMT-0400 (EDT),rohieb,german,-6,Fixed: die Nodes müssen auf die rails  laut OpenRailwayMap,JOSM/1.5 (5267 en)
12617283,Sun Aug 05 2012 04:38:39 GMT-0400 (EDT),AndrewMcCarthy,english,-6,IE Dublin: Add turn restriction to prevent bad routing at Beckett Bridge,JOSM/1.5 (5387 en_GB)
12622141,Sun Aug 05 2012 11:36:00 GMT-0400 (EDT),maxidastier,english,-6,it's a damn road  not a trail,Potlatch 2
12626549,Sun Aug 05 2012 17:23:08 GMT-0400 (EDT),frankchicken,english,-6,I rode my bicycle on all these roads/streets. I sweated my balls off  in the rain  chased by dogs  and observed by SUR13 gang members. These streets are not mapped by an armchair mapper  but by going into the field on bicycle with gps and digital camera.,Potlatch 2
12633049,Mon Aug 06 2012 09:02:05 GMT-0400 (EDT),toemar,german,-6,Die Holz-Schaukel wurde abgebaut - d.h. die Kategorie Spielplatz ist nicht mehr gerechtfertigt :-(,Potlatch 2
12646918,Tue Aug 07 2012 11:29:26 GMT-0400 (EDT),Pink Duck,english,-6,Hockwold cum Wilton road names,JOSM/1.5 (5356 en)
12655398,Wed Aug 08 2012 06:07:10 GMT-0400 (EDT),przemas75,estonian,-6,KOCK,JOSM/1.5 (5356 pl)
12655413,Wed Aug 08 2012 06:08:26 GMT-0400 (EDT),przemas75,estonian,-6,KOCK,JOSM/1.5 (5356 pl)
12655417,Wed Aug 08 2012 06:08:54 GMT-0400 (EDT),przemas75,estonian,-6,KOCK,JOSM/1.5 (5356 pl)
12658530,Wed Aug 08 2012 11:42:22 GMT-0400 (EDT),gonzoleeman,english,-6,Hagg Lake: fixed incorrect section of road on damn  added park offices  and added park office access road (closed boat ramp),Potlatch 2
12659006,Wed Aug 08 2012 12:28:16 GMT-0400 (EDT),kendzi,french,-6,Sulechów - fix after licence change crap,JOSM/1.5 (5356 pl)
12660081,Wed Aug 08 2012 14:10:22 GMT-0400 (EDT),kendzi,danish,-6,dk32 - fix after licence change crap,JOSM/1.5 (5356 pl)
12670427,Thu Aug 09 2012 12:25:11 GMT-0400 (EDT),kendzi,danish,-6,dk32 - fix after licence change crap,JOSM/1.5 (5356 pl)
12670733,Thu Aug 09 2012 12:53:40 GMT-0400 (EDT),kendzi,danish,-6,dk32 - fix after licence change crap,JOSM/1.5 (5356 pl)
12679300,Fri Aug 10 2012 07:58:13 GMT-0400 (EDT),jongleur1983,english,-6,fixed highway crap,JOSM/1.5 (5356 en)
12682190,Fri Aug 10 2012 12:46:13 GMT-0400 (EDT),asgalon,english,-7,details around sagrada familia from walk with GPS tracker Some strange validation problems due to housenumber interpolation in c/mallorca and some other people's problem further NE with double tracked roads etc. Have to go there to sort out oneway mess.,JOSM/1.5 (5356 es)
12685993,Fri Aug 10 2012 19:00:23 GMT-0400 (EDT),kendzi,danish,-6,dw313 - fix after licence change crap,JOSM/1.5 (5356 pl)
12688920,Sat Aug 11 2012 05:29:48 GMT-0400 (EDT),kendzi,english,-6,Sulechów fix after not calibrated bing  - fix after licence change crap,JOSM/1.5 (5356 pl)
12688970,Sat Aug 11 2012 05:35:27 GMT-0400 (EDT),kendzi,french,-6,Sulechów - fix after licence change crap,JOSM/1.5 (5356 pl)
12689010,Sat Aug 11 2012 05:38:49 GMT-0400 (EDT),kendzi,french,-6,Sulechów - fix after licence change crap,JOSM/1.5 (5356 pl)
12694195,Sat Aug 11 2012 14:24:05 GMT-0400 (EDT),Babelic,german,-6,Dies ist ein geschotterter Waldweg  die Kategorie "ungepflastert" habe ich damals versehentlich gewählt  als ich die Strecke hochlud.,Potlatch 2
12695930,Sat Aug 11 2012 17:10:34 GMT-0400 (EDT),johntrudy,english,-12,Correcting Blackbird Knob Trail at Blackbird Knob and at trail head,JOSM/1.5 (5356 en)
12696446,Sat Aug 11 2012 18:09:28 GMT-0400 (EDT),Rainer_Driesen,german,-6,B 257 zwischen A 1 / AS Daun und Ulmen ist sehr kurvenreich und sollte über die A 1 und A 48 bis AS Ulmen umfahren werden. Wegen der schnelleren  sichereren und leistungsfähigeren Parallelroute über die Autobahnen hier trotz Bundesstraße highway=secondary,Potlatch 2
12717040,Mon Aug 13 2012 13:38:54 GMT-0400 (EDT),SomeoneElse,english,-6,...and a bit more of a nudge toward GPS traces  and making the railway actually run underneath the bridge  which it does  rather tha where the crap imagery suggests it is.,Potlatch 2
12722498,Tue Aug 14 2012 01:35:16 GMT-0400 (EDT),Neospe,german,-9,Die Hochquellenwasserleitung kreuzt die Liebleitnergasse ungefähr bei Hausnummer 8. Bei Hausnummer 26 steht ein Einstiegshäuschen auf der rechten Seite der Liebleitnergasse. Daher muß die Trasse auf der anderen Seite der Straße verlaufen.,Potlatch 2
12722528,Tue Aug 14 2012 01:39:21 GMT-0400 (EDT),Neospe,german,-6,Korrektur meiner vorigen Korrektur (Wr. Hochquellenwasserleitung) - die Trasse muß noch etwas später die Lieblietnergasser wieder zurück kreuzen  und verläuft Im Auholz links davon.,Potlatch 2
12729881,Tue Aug 14 2012 14:00:53 GMT-0400 (EDT),radhof,german,-6,Bad Nauheim  Rewe hat zu  Imbiss hat zu  Bad Nauheim wird demnächst wohl ganz geschlossen ;-),JOSM/1.5 (5353 de)
12730708,Tue Aug 14 2012 15:25:11 GMT-0400 (EDT),Flaeming-Scout,english,-6,remapping forest near bad belzig via bing (deleting lost nodes and ways),Potlatch 2
12732534,Tue Aug 14 2012 17:53:35 GMT-0400 (EDT),lpzp,romanian,-6,polne cesty Horny Jatov,JOSM/1.5 (4487 en)
12734984,Wed Aug 15 2012 02:40:58 GMT-0400 (EDT),kendzi,danish,-6,32 - fix after licence change crap,JOSM/1.5 (5356 pl)
12736783,Wed Aug 15 2012 06:02:01 GMT-0400 (EDT),kampa133,german,-6,Habe die genaue Adresse und die URL eingetragen,Potlatch 2
12755195,Thu Aug 16 2012 16:22:11 GMT-0400 (EDT),markcoley,english,-7,Deleted track (?accidental)  reinstated and main road with erroneous point (?dragged by mistake) corrected.,Potlatch 1.4 (save en)
12761998,Fri Aug 17 2012 08:24:41 GMT-0400 (EDT),Socratestravels,swedish,-6,Röd prick nära hamnen. Ungerfärlig position  baserad på en waypoint i min Garmin.,JOSM/1.5 (5356 sv)
12762256,Fri Aug 17 2012 08:52:52 GMT-0400 (EDT),EdHillsman,english,-6,add Nob Hill Auto Repair,Potlatch 2
12762497,Fri Aug 17 2012 09:14:35 GMT-0400 (EDT),vogelfreier,english,-6,source = HIRes aerial imagery (oder XXX!!!???),JOSM/1.5 (5356 de)
12769710,Sat Aug 18 2012 02:46:40 GMT-0400 (EDT),kendzi,danish,-6,308 - fix after licence change crap,JOSM/1.5 (5356 pl)
12769766,Sat Aug 18 2012 02:58:27 GMT-0400 (EDT),kendzi,danish,-6,313 - fix after licence change crap,JOSM/1.5 (5356 pl)
12769813,Sat Aug 18 2012 03:05:34 GMT-0400 (EDT),kendzi,danish,-6,456 - fix after licence change crap,JOSM/1.5 (5356 pl)
12769941,Sat Aug 18 2012 03:27:44 GMT-0400 (EDT),kendzi,danish,-6,456 - fix after licence change crap,JOSM/1.5 (5356 pl)
12769985,Sat Aug 18 2012 03:33:19 GMT-0400 (EDT),kendzi,danish,-6,304 - fix after licence change crap,JOSM/1.5 (5356 pl)
12770021,Sat Aug 18 2012 03:37:45 GMT-0400 (EDT),Rockear,english,-6,Even more edits in the ass end of nowhere  Anchor Point  AK.,Potlatch 2
12772088,Sat Aug 18 2012 07:38:52 GMT-0400 (EDT),kendzi,danish,-6,305 - fix after licence change crap,JOSM/1.5 (5356 pl)
12772406,Sat Aug 18 2012 08:15:27 GMT-0400 (EDT),kendzi,danish,-6,456 - fix after licence change crap,JOSM/1.5 (5356 pl)
12783189,Sun Aug 19 2012 08:51:43 GMT-0400 (EDT),billard_fm,french,-6,La rue Guy Péron est constituée de deux segemnts à angle droit seul le premier était signalé.,Potlatch 2
12783463,Sun Aug 19 2012 09:17:34 GMT-0400 (EDT),Benichou,latin,-6,Add "Le haut dick",Potlatch 2
12797282,Mon Aug 20 2012 11:08:03 GMT-0400 (EDT),Sexycalia,italian,-6,Sex shop - http://www.sexycalia.com,Potlatch 1.4 (save es)
12800243,Mon Aug 20 2012 15:33:55 GMT-0400 (EDT),famnex,english,-11,Corrected and changed back some mojor changes in the map by someone wo probably didn't know what he/she was doing. To whoever did this: Stop messing around with the map and hell don't save if you deleted stuff!!!!,Potlatch 2
12809145,Tue Aug 21 2012 10:20:18 GMT-0400 (EDT),ManAboutCouch,danish,-6,Road  Coastline - Bloody Foreland - Bing,Potlatch 2
12809169,Tue Aug 21 2012 10:22:48 GMT-0400 (EDT),danielsatch,romanian,-6,crap,Potlatch 1.4 (save en)
12809418,Tue Aug 21 2012 10:47:34 GMT-0400 (EDT),ManAboutCouch,danish,-6,Roads  Coastline - Bloody Foreland - Bing,Potlatch 2
12811698,Tue Aug 21 2012 14:11:46 GMT-0400 (EDT),ManAboutCouch,danish,-6,Minor roads - Bloody Foreland - Bing,Potlatch 2
12818217,Wed Aug 22 2012 05:33:00 GMT-0400 (EDT),ManAboutCouch,danish,-6,Tracks  minor roads - Bloody Foreland - Bing,Potlatch 2
12822505,Wed Aug 22 2012 11:45:35 GMT-0400 (EDT),ManAboutCouch,danish,-6,Roads - Bloody Foreland - Bing,Potlatch 2
12822726,Wed Aug 22 2012 12:07:30 GMT-0400 (EDT),ManAboutCouch,danish,-6,Tracks  - Bloody Foreland - Bing,Potlatch 2
12824137,Wed Aug 22 2012 14:30:34 GMT-0400 (EDT),belosm2012,german,-6,Skipisten Bad Gastein  Bad Hofgastein,JOSM/1.5 (5356 de)
12824185,Wed Aug 22 2012 14:35:18 GMT-0400 (EDT),belosm2012,german,-6,Skipisten Bad Gastein  Bad Hofgastein,JOSM/1.5 (5356 de)
12825110,Wed Aug 22 2012 15:47:44 GMT-0400 (EDT),ManAboutCouch,norwegian,-6,Tracks  POIs - Bloody Foreland - Bing,Potlatch 2
12827364,Wed Aug 22 2012 20:15:37 GMT-0400 (EDT),mikefenn,english,-6,Serrano Pkwy computer is a piece of shit this is taking forever,Potlatch 2
12835614,Thu Aug 23 2012 13:49:49 GMT-0400 (EDT),JoeWima,german,-9,Die Tags haben so wie sie waren schon gestimmt lieber Geri  zur Sicherheit hab ich aber noch die Mauern eingezeichnet die davor und dahinterstehen,JOSM/1.5 (5356 de)
12839156,Thu Aug 23 2012 18:39:56 GMT-0400 (EDT),ManAboutCouch,english,-6,Road estimated (damn shadows) - Burtonport - Bing,Potlatch 2
12839436,Thu Aug 23 2012 19:19:35 GMT-0400 (EDT),wintersportler,english,-6,Fixing errors: 45 times crossing highways  20 times way end node close to other highway  several roundabouts with missing junction=roundabout / for motorway  trunk  primary  secondary  tertiary. Residential and unclassified (200 errors):  next week,JOSM/1.5 (5389 en)
12841533,Fri Aug 24 2012 03:27:10 GMT-0400 (EDT),Klaus-Geo,german,-6,Die Atlandsberger Chaussee ist von AS Marzahn bis Kreuzung L338 umgeschwenkt. Die neue Fahrbahn ist jetzt in beiden Richtungen befahrbar.,Potlatch 2
12863520,Sun Aug 26 2012 04:55:51 GMT-0400 (EDT),Jez Nicholson,english,-6,butt Preston Park up to the road,Potlatch 2
12873325,Sun Aug 26 2012 19:44:41 GMT-0400 (EDT),Carsten Feuls,english,-7,Ass no exit to some Streets in Duisburg Baerl,JOSM/1.5 (5356 de)
12874291,Mon Aug 27 2012 00:00:20 GMT-0400 (EDT),RussNelson,english,-6,add some lakes  and a LOT of road alignments and crap roads in Queens.,JOSM/1.5 (5356 en)
12881050,Mon Aug 27 2012 11:47:25 GMT-0400 (EDT),et2,english,-7,There is a deed restriction that prevents Wilder Road from connecting further than this point.  Currently Wilder Road is partially graded and incomplete  but after this point it will remain a dirt path / fire trail.,Potlatch 2
12887288,Tue Aug 28 2012 00:29:00 GMT-0400 (EDT),RussNelson,english,-6,Putnam County has TIGER crap all over it!,JOSM/1.5 (5356 en)
12887524,Tue Aug 28 2012 01:11:43 GMT-0400 (EDT),RussNelson,english,-6,Putnam County has TIGER crap all over it!,JOSM/1.5 (5356 en)
12888367,Tue Aug 28 2012 03:12:15 GMT-0400 (EDT),Jonathan Bennett,english,-6,Correcting a slight spot of finger trouble. Drove along that section of the A16 without problems  so assume the one-way was a mistake.,Potlatch 2
12890025,Tue Aug 28 2012 05:47:50 GMT-0400 (EDT),tornos,german,-6,Die Stadt Bosanska Dubica hieß vor dem Bosnienkrieg  Bosanska Dubica. Heute ist die Stadt unter den namen Kozarska Dubica eingetragen. http://de.wikipedia.org/wiki/Kozarska_Dubica,Potlatch 2
12890695,Tue Aug 28 2012 06:45:01 GMT-0400 (EDT),Malin,latin,-6,tertiary 018xxx fix,JOSM/1.5 (5356 en)
12894420,Tue Aug 28 2012 12:02:20 GMT-0400 (EDT),RussNelson,english,-6,Putnam County TIGER crap. And Peekskill Creek.,JOSM/1.5 (5356 en)
